show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s140,Movie,Sample Title 140,Emma Khan,"Yuki Lopez, Liam Kim, Maria Brown, Raj Brown",United Kingdom,"March 19, 2008",1983,PG-13,159 min,"Sci-Fi & Fantasy, Documentaries, Horror Movies",A sample description for demonstration purposes.
s141,TV Show,Sample Title 141,,"Priya Novak, Ahmed Khan, Ahmed Lee",United States,"April 02, 2008",1991,TV-Y7,8 Seasons,"British TV Shows, Kids' TV",A sample description for demonstration purposes.
s142,Movie,Sample Title 142,Nina Smith,"Diego Sharma, Yuki Novak, John Khan, Maria Jones, Diego Jones",India,3/8/2008,1951,R,161 min,"Classic Movies, Action & Adventure, Comedies",A sample description for demonstration purposes.
s143,TV Show,Sample Title 143,,"Raj Lopez, Maria Jones, Wei Lee, Ahmed Sharma",South Korea,2008-01-03,1979,TV-Y,2 Seasons,TV Dramas,A sample description for demonstration purposes.
s144,Movie,Sample Title 144,Wei Silva,"Yuki Chen, Sofia Brown, Alex Kim, Emma Lopez",India,5/23/2008,1979,PG,108 min,"Cult Movies, Romantic Movies",A sample description for demonstration purposes.
s145,TV Show,Sample Title 145,,"John Patel, Raj Chen, Olu Lopez, Wei Kim",United States,2021-09-27,2019,TV-MA,5 Seasons,"Kids' TV, TV Dramas, International TV Shows",A sample description for demonstration purposes.
s146,Movie,Sample Title 146,,"Wei Novak, Wei Kim, Wei Lopez, Maria Adeyemi",Canada,"August 05, 2008",2000,NC-17,170 min,"Thrillers, Anime Series",A sample description for demonstration purposes.
s147,Movie,Sample Title 147,,"Nina Sato, Tom Lopez, Sofia Lopez, Sofia Sato",Nigeria,"September 27, 2008",1999,TV-14,90 min,"Horror Movies, Anime Series",A sample description for demonstration purposes.
s148,TV Show,Sample Title 148,,"Yuki Garcia, Emma Lee",United States,"April 13, 2008",1959,TV-PG,8 Seasons,"British TV Shows, Reality TV, Kids' TV",A sample description for demonstration purposes.
s149,Movie,Sample Title 149,Priya Patel,"Hana Lopez, Ahmed Patel, Sofia Silva",United States,"November 15, 2019",2017,G,173 min,"Music & Musicals, Classic Movies",A sample description for demonstration purposes.
s150,Movie,Sample Title 150,Emma Brown,"Alex Garcia, Yuki Brown, Alex Kim, Diego Jones, Alex Brown",India,12/9/2008,1974,TV-PG,123 min,Independent Movies,A sample description for demonstration purposes.
s151,TV Show,Sample Title 151,,"Priya Kim, Raj Jones, Hana Tanaka, Ahmed Smith",United States,2008-12-17,1991,TV-MA,6 Seasons,British TV Shows,A sample description for demonstration purposes.
s152,TV Show,Sample Title 152,,"John Silva, Olu Adeyemi, Priya Chen, Olu Chen, Diego Smith",United States,3/19/2008,1971,TV-14,1 Season,TV Comedies,A sample description for demonstration purposes.
s153,Movie,Sample Title 153,Maria Lopez,"Ahmed Chen, Olu Sato, Nina Adeyemi, Tom Sharma",India,12/20/2014,2014,TV-MA,90 min,Stand-Up Comedy,A sample description for demonstration purposes.
s154,Movie,Sample Title 154,,,Brazil,"May 04, 2008",1974,G,85 min,"Stand-Up Comedy, Independent Movies, Dramas",A sample description for demonstration purposes.
s155,TV Show,Sample Title 155,,"Wei Kim, Diego Khan, Maria Silva",United States,2008-03-04,1965,TV-G,2 Seasons,British TV Shows,A sample description for demonstration purposes.
s156,Movie,Sample Title 156,Alex Garcia,"Raj Garcia, Maria Chen, Alex Novak, Alex Brown",United States,"August 02, 2008",1987,G,151 min,"Anime Series, Horror Movies, International Movies",A sample description for demonstration purposes.
s157,TV Show,Sample Title 157,,"Maria Novak, Maria Sato",United States,6/1/2008,1977,TV-G,6 Seasons,"TV Dramas, Reality TV, Crime TV Shows",A sample description for demonstration purposes.
s158,Movie,Sample Title 158,,"Olu Adeyemi, John Tanaka",United States,"April 13, 2008",1971,PG-13,151 min,"Music & Musicals, Comedies, Sports Movies",A sample description for demonstration purposes.
s159,Movie,Sample Title 159,Alex Lopez,"Liam Smith, Wei Adeyemi, Priya Lee, Tom Chen, Ahmed Patel",United States,1/8/2008,1956,PG-13,161 min,"Comedies, Stand-Up Comedy",A sample description for demonstration purposes.
s160,Movie,Sample Title 160,Raj Lopez,"Hana Novak, Tom Tanaka, Ahmed Patel, Liam Novak",United Kingdom,9/21/2008,1962,TV-14,102 min,"Comedies, Children & Family Movies",A sample description for demonstration purposes.
s161,Movie,Sample Title 161,Priya Novak,,United States,"January 23, 2008",1963,G,189 min,"Sports Movies, Dramas, Anime Series",A sample description for demonstration purposes.
s162,TV Show,Sample Title 162,,"Ahmed Khan, Hana Jones, Ahmed Lee, Yuki Kim",United Kingdom,"September 24, 2010",2003,TV-MA,6 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s163,Movie,Sample Title 163,Olu Silva,"Emma Jones, Olu Lee, Liam Smith",United Kingdom,,1971,R,117 min,"Comedies, Independent Movies",A sample description for demonstration purposes.
s164,Movie,Sample Title 164,Olu Khan,"Wei Lopez, Diego Tanaka, Raj Sharma, Alex Silva",Japan,"November 15, 2008",1966,R,148 min,"Action & Adventure, Thrillers",A sample description for demonstration purposes.
s165,Movie,Sample Title 165,,"Raj Sharma, Ahmed Sharma",United States,"May 06, 2008",2005,TV-PG,187 min,"Romantic Movies, Classic Movies, Independent Movies",A sample description for demonstration purposes.
s166,TV Show,Sample Title 166,,"Diego Sharma, Hana Tanaka, Priya Smith, Hana Sato, Emma Lee",United Kingdom,5/6/2008,1991,TV-MA,1 Season,"TV Comedies, TV Dramas",A sample description for demonstration purposes.
s167,Movie,Sample Title 167,,"Priya Lopez, Raj Lopez, John Smith, Priya Novak",India,2008-08-26,1991,NR,164 min,"International Movies, Classic Movies",A sample description for demonstration purposes.
s168,Movie,Sample Title 168,John Chen,"Olu Sato, Liam Silva, Liam Smith, Alex Lee",Brazil,5/21/2008,1957,R,140 min,"Documentaries, Music & Musicals, Thrillers",A sample description for demonstration purposes.
s169,Movie,Sample Title 169,Alex Lee,"Sofia Lee, Wei Brown, Liam Patel, Yuki Garcia",India,"April 14, 2011",2007,R,123 min,"Cult Movies, Independent Movies",A sample description for demonstration purposes.
s170,TV Show,Sample Title 170,,"Priya Brown, Hana Adeyemi",France,"January 07, 2008",1966,TV-MA,3 Seasons,Kids' TV,A sample description for demonstration purposes.
s171,Movie,Sample Title 171,Sofia Brown,"Diego Jones, Raj Novak, Maria Kim",South Korea,6/18/2008,2000,G,100 min,"Dramas, Children & Family Movies, Action & Adventure",A sample description for demonstration purposes.
s172,Movie,Sample Title 172,John Sato,"Raj Garcia, Raj Chen, Diego Novak, Yuki Garcia, Sofia Khan",India,"January 17, 2008",1950,PG,111 min,"Cult Movies, Sports Movies, Romantic Movies",A sample description for demonstration purposes.
s173,Movie,Sample Title 173,Alex Lopez,"Raj Brown, Yuki Chen, Emma Garcia, Wei Kim, Yuki Chen",United States,,1985,PG,56 min,Stand-Up Comedy,A sample description for demonstration purposes.
s174,TV Show,Sample Title 174,,"Diego Brown, Sofia Lopez",United Kingdom,11/10/2018,2011,TV-G,9 Seasons,Kids' TV,A sample description for demonstration purposes.
s175,Movie,Sample Title 175,Olu Patel,"Priya Silva, Diego Sharma, Emma Lee",India,8/14/2021,2021,NR,126 min,"Sports Movies, Action & Adventure",A sample description for demonstration purposes.
s176,TV Show,Sample Title 176,,"Ahmed Silva, Maria Tanaka, Nina Novak, Priya Khan, Ahmed Adeyemi",India,2008-09-25,1967,TV-Y7,8 Seasons,"TV Comedies, International TV Shows",A sample description for demonstration purposes.
s177,TV Show,Sample Title 177,,,Australia,"November 11, 2008",1998,TV-G,2 Seasons,"Reality TV, TV Comedies, Kids' TV",A sample description for demonstration purposes.
s178,Movie,Sample Title 178,Maria Lopez,"Raj Chen, John Garcia, Olu Sato, Wei Jones",Spain,2008-06-13,1966,NC-17,76 min,"International Movies, Children & Family Movies, Independent Movies",A sample description for demonstration purposes.
s179,Movie,Sample Title 179,Tom Brown,"Nina Sharma, Raj Silva",United States,12/11/2008,1964,PG-13,101 min,"Horror Movies, Dramas, Stand-Up Comedy",A sample description for demonstration purposes.
s180,TV Show,Sample Title 180,,"Priya Sharma, John Smith, Raj Lee",,"July 25, 2008",1946,TV-Y7,4 Seasons,Kids' TV,A sample description for demonstration purposes.
s181,TV Show,Sample Title 181,,"Wei Silva, Raj Jones, Wei Kim, John Khan, Liam Novak",India,2008-01-12,1983,TV-MA,6 Seasons,"Kids' TV, TV Dramas, International TV Shows",A sample description for demonstration purposes.
s182,Movie,Sample Title 182,,"John Patel, Emma Sharma, Sofia Tanaka, Emma Kim",United Kingdom,"August 13, 2008",1987,NC-17,49 min,Music & Musicals,A sample description for demonstration purposes.
s183,Movie,Sample Title 183,Raj Novak,"Liam Sato, Olu Brown, Ahmed Sato, Emma Novak, Olu Garcia",Australia,2008-01-26,1959,NC-17,76 min,"Dramas, Children & Family Movies",A sample description for demonstration purposes.
s184,TV Show,Sample Title 184,,"Alex Patel, Emma Adeyemi",South Korea,2/19/2008,1983,TV-MA,9 Seasons,"Reality TV, TV Dramas",A sample description for demonstration purposes.
s185,Movie,Sample Title 185,Hana Patel,"Olu Novak, Yuki Khan, Liam Sharma, Diego Garcia",United States,"February 13, 2008",1984,G,58 min,"Anime Series, International Movies",A sample description for demonstration purposes.
s186,TV Show,Sample Title 186,,"Alex Tanaka, Olu Adeyemi, Maria Chen, Priya Sato",,"July 17, 2008",1951,TV-14,6 Seasons,TV Dramas,A sample description for demonstration purposes.
s187,Movie,Sample Title 187,Diego Brown,"Wei Khan, Maria Novak, Emma Chen",United States,2/1/2008,2001,PG,47 min,"Sci-Fi & Fantasy, Romantic Movies, Dramas",A sample description for demonstration purposes.
s188,TV Show,Sample Title 188,,"Yuki Patel, Raj Jones, Hana Lopez, Hana Lee",United States,"January 13, 2021",2016,TV-14,9 Seasons,"Kids' TV, Crime TV Shows",A sample description for demonstration purposes.
s189,Movie,Sample Title 189,,,United Kingdom,"October 11, 2008",1973,TV-MA,109 min,Comedies,A sample description for demonstration purposes.
s190,Movie,Sample Title 190,Sofia Lee,"Alex Tanaka, Tom Khan, Hana Brown",Nigeria,5/8/2008,2004,R,109 min,Children & Family Movies,A sample description for demonstration purposes.
s191,Movie,Sample Title 191,Nina Tanaka,,United States,"November 04, 2008",1976,NR,144 min,"Classic Movies, International Movies",A sample description for demonstration purposes.
s192,Movie,Sample Title 192,Wei Lopez,"Priya Khan, Alex Tanaka, Tom Khan",United States,2008-02-11,1954,G,125 min,Independent Movies,A sample description for demonstration purposes.
s193,Movie,Sample Title 193,,"Olu Khan, Maria Khan, Ahmed Novak, Wei Kim, Ahmed Lee",,2008-12-16,1954,NC-17,138 min,"Stand-Up Comedy, Anime Series",A sample description for demonstration purposes.
s194,TV Show,Sample Title 194,,"Yuki Lopez, John Sharma",India,2008-05-25,1990,TV-14,7 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s195,Movie,Sample Title 195,John Chen,"Yuki Lopez, Sofia Silva, Liam Adeyemi, Olu Patel",United States,,2010,TV-14,199 min,"Thrillers, Anime Series, Sports Movies",A sample description for demonstration purposes.
s196,Movie,Sample Title 196,Tom Kim,"Ahmed Kim, Sofia Brown, Emma Smith, Tom Sato",United States,"September 03, 2008",2001,G,145 min,"Documentaries, Music & Musicals, Comedies",A sample description for demonstration purposes.
s197,TV Show,Sample Title 197,,"Hana Lee, Nina Garcia",Brazil,"July 06, 2008",1956,TV-PG,4 Seasons,"Kids' TV, International TV Shows, Crime TV Shows",A sample description for demonstration purposes.
s198,Movie,Sample Title 198,Nina Brown,"Hana Sato, Diego Patel",United States,"February 16, 2011",2009,NC-17,80 min,"Romantic Movies, Documentaries, Sports Movies",A sample description for demonstration purposes.
s199,Movie,Sample Title 199,Alex Adeyemi,"John Chen, Nina Brown, Raj Adeyemi, Alex Tanaka, Raj Sato",United States,"August 06, 2008",1966,NC-17,50 min,International Movies,A sample description for demonstration purposes.
s200,TV Show,Sample Title 200,,"Olu Brown, Maria Lopez, Maria Jones, Emma Chen",United States,2008-08-23,2002,TV-Y7,5 Seasons,Kids' TV,A sample description for demonstration purposes.
s201,TV Show,Sample Title 201,,"Ahmed Khan, Sofia Silva, Olu Tanaka, Maria Adeyemi, John Lopez",United States,2016-09-15,2013,TV-14,3 Seasons,"Kids' TV, International TV Shows",A sample description for demonstration purposes.
s202,TV Show,Sample Title 202,,"Diego Silva, Olu Novak",United States,2008-08-11,1945,TV-Y,4 Seasons,Kids' TV,A sample description for demonstration purposes.
s203,Movie,Sample Title 203,Yuki Lopez,"Emma Patel, Priya Novak, Yuki Garcia, Raj Sato",,2008-05-07,1959,NC-17,187 min,Music & Musicals,A sample description for demonstration purposes.
s204,Movie,Sample Title 204,John Patel,"Sofia Garcia, Yuki Novak, Ahmed Sato",United Kingdom,"June 17, 2014",2011,PG,175 min,Documentaries,A sample description for demonstration purposes.
s205,Movie,Sample Title 205,Diego Smith,"Emma Chen, Priya Patel, Priya Garcia, Priya Sato",Brazil,1/15/2008,2001,NC-17,194 min,Music & Musicals,A sample description for demonstration purposes.
s206,TV Show,Sample Title 206,,"Raj Khan, Tom Kim",Mexico,"December 06, 2008",1986,TV-PG,8 Seasons,"International TV Shows, TV Comedies",A sample description for demonstration purposes.
s207,Movie,Sample Title 207,Priya Smith,"Diego Sato, Yuki Kim, Alex Lee, Wei Chen",South Korea,4/5/2008,1951,PG,67 min,"International Movies, Independent Movies, Stand-Up Comedy",A sample description for demonstration purposes.
s208,Movie,Sample Title 208,Emma Lopez,"Priya Sato, Priya Chen",United States,2008-02-05,1981,PG-13,169 min,"Action & Adventure, Documentaries",A sample description for demonstration purposes.
s209,TV Show,Sample Title 209,,"Olu Smith, Maria Jones",South Korea,"June 07, 2008",1998,TV-14,10 Seasons,Kids' TV,A sample description for demonstration purposes.
s210,Movie,Sample Title 210,John Sharma,"Alex Kim, Olu Chen, Sofia Jones",Japan,"June 27, 2008",1990,TV-14,83 min,Stand-Up Comedy,A sample description for demonstration purposes.
s211,Movie,Sample Title 211,,"Maria Adeyemi, Maria Silva, Priya Garcia",,1/24/2008,1959,NC-17,49 min,International Movies,A sample description for demonstration purposes.
s212,Movie,Sample Title 212,,"Sofia Silva, Alex Smith, Liam Adeyemi, Nina Jones",France,2010-04-27,2006,TV-MA,67 min,Music & Musicals,A sample description for demonstration purposes.
s213,Movie,Sample Title 213,,,United States,2008-01-27,1982,PG,52 min,"Thrillers, International Movies, Cult Movies",A sample description for demonstration purposes.
s214,Movie,Sample Title 214,Nina Silva,"Raj Khan, Maria Smith, Priya Garcia, Priya Garcia",Nigeria,"July 16, 2008",1994,NR,55 min,"Children & Family Movies, Sci-Fi & Fantasy, Comedies",A sample description for demonstration purposes.
s215,TV Show,Sample Title 215,,"Wei Brown, Emma Smith, Emma Chen, Diego Patel, John Jones",United States,2021-09-04,2020,,3 Seasons,"TV Comedies, Reality TV, TV Dramas",A sample description for demonstration purposes.
s216,Movie,Sample Title 216,Maria Patel,"Diego Lopez, Hana Novak, Tom Adeyemi",United States,2008-06-07,1994,R,57 min,"Independent Movies, Children & Family Movies, Music & Musicals",A sample description for demonstration purposes.
s217,Movie,Sample Title 217,Tom Tanaka,,United Kingdom,4/22/2008,1967,NC-17,88 min,Music & Musicals,A sample description for demonstration purposes.
s218,Movie,Sample Title 218,Raj Lopez,"Priya Lee, Emma Lopez, Tom Lopez",United States,,2007,G,40 min,Classic Movies,A sample description for demonstration purposes.
s219,Movie,Sample Title 219,Raj Lee,"Yuki Smith, Alex Chen",India,2019-08-19,2018,NC-17,153 min,Comedies,A sample description for demonstration purposes.
s220,Movie,Sample Title 220,Diego Adeyemi,"Yuki Smith, Tom Lopez",United States,"January 17, 2014",2009,G,46 min,"Cult Movies, Sports Movies, Horror Movies",A sample description for demonstration purposes.
s221,TV Show,Sample Title 221,,,United States,4/13/2008,1947,TV-Y,3 Seasons,"Reality TV, British TV Shows, Kids' TV",A sample description for demonstration purposes.
s222,TV Show,Sample Title 222,,"Emma Chen, Sofia Smith",United States,"July 22, 2020",2016,TV-G,7 Seasons,"British TV Shows, TV Dramas, Kids' TV",A sample description for demonstration purposes.
s223,Movie,Sample Title 223,Diego Smith,"Sofia Kim, Sofia Lopez, Liam Adeyemi",Egypt,12/11/2008,1960,NC-17,181 min,"Classic Movies, Independent Movies, Action & Adventure",A sample description for demonstration purposes.
s224,TV Show,Sample Title 224,,"Sofia Khan, Nina Smith, Liam Garcia, Nina Smith",United Kingdom,2008-02-06,1971,TV-G,2 Seasons,Kids' TV,A sample description for demonstration purposes.
s225,Movie,Sample Title 225,Wei Adeyemi,"Sofia Silva, Sofia Adeyemi",United States,"July 16, 2008",1968,TV-MA,130 min,"Sci-Fi & Fantasy, Stand-Up Comedy, Action & Adventure",A sample description for demonstration purposes.
s226,TV Show,Sample Title 226,,"Liam Tanaka, Wei Lee, Alex Chen, John Sharma",United States,"January 24, 2008",1978,TV-G,9 Seasons,"TV Comedies, TV Dramas",A sample description for demonstration purposes.
s227,Movie,Sample Title 227,Priya Lee,,United States,12/15/2008,1988,R,123 min,Independent Movies,A sample description for demonstration purposes.
s228,TV Show,Sample Title 228,,"Nina Smith, Nina Sharma, Raj Khan",Germany,2010-09-03,2010,TV-PG,5 Seasons,"Kids' TV, Crime TV Shows",A sample description for demonstration purposes.
s229,Movie,Sample Title 229,Alex Garcia,,United States,2008-08-27,1983,NC-17,61 min,"Music & Musicals, Dramas, Action & Adventure",A sample description for demonstration purposes.
s230,Movie,Sample Title 230,Maria Silva,"Nina Lee, Yuki Patel, Diego Garcia, John Brown",Nigeria,2008-05-10,1971,TV-MA,64 min,"Children & Family Movies, Action & Adventure, Horror Movies",A sample description for demonstration purposes.
